,Tokens
193455,.
193456,Well
193457,","
193458,maybe
193459,What
193460,Angelo
193461,says
193462,is
193463,not
193464,really
193465,true
193466,.
193467,You
193468,can
193469,set
193470,it
193471,in
193472,different
193473,context
193474,like
193475,this
193476,.
193477,I
193478,hope
193479,you
193480,got
193481,the
193482,idea
193483,.
193484,Your
193485,command
193486,contains
193487,a
193488,process
193489,substitution
193490,","
193491,but
193492,Popen
193493,runs
193494,its
193495,command
193496,using
193497,/bin/sh.
193498,When
193499,run
193500,as
193501,"/bin/sh,"
193502,though
193503,","
193504,bash
193505,does
193506,not
193507,allow
193508,process
193509,substitutions
193510,.
193511,You
193512,can
193513,explicitly
193514,request
193515,that
193516,the
193517,command
193518,be
193519,run
193520,with
193521,bash
193522,using
193523,the
193524,executable
193525,option
193526,.
193527,I
193528,'m
193529,trying
193530,to
193531,execute
193532,a
193533,shell
193534,command
193535,via
193536,Python
193537,code
193538,","
193539,but
193540,I
193541,'m
193542,not
193543,capable
193544,to
193545,understand
193546,why
193547,it
193548,is
193549,failing
193550,.
193551,When
193552,printing
193553,the
193554,command
193555,and
193556,pasting
193557,it
193558,to
193559,the
193560,shell
193561,to
193562,try
193563,executing
193564,it
193565,directly
193566,works
193567,perfectly
193568,fine
193569,","
193570,that
193571,'s
193572,the
193573,strange
193574,part
193575,.
193576,From
193577,Python
193578,I
193579,'m
193580,getting
193581,the
193582,following
193583,:
193584,Is
193585,there
193586,anything
193587,I
193588,'m
193589,missing
193590,?
193591,My
193592,code
193593,looks
193594,like
193595,this
193596,","
193597,where
193598,'cmd'
193599,is
193600,the
193601,string
193602,with
193603,the
193604,command
193605,.
193606,The
193607,OS
193608,is
193609,a
193610,CentOS
193611,with
193612,a
193613,bash
193614,shell
193615,:
193616,How
193617,does
193618,string
193619,formats
193620,'%'
193621,operator
193622,is
193623,implemented
193624,in
193625,CPython
193626,2
193627,.7?
193628,Can
193629,'t
193630,find
193631,any
193632,reference
193633,in
193634,the
193635,Python
193636,documentation
193637,.
193638,Well
193639,","
193640,I
193641,fact
193642,I
193643,found
193644,the
193645,topic
193646,:
193647,String
193648,conversion
193649,and
193650,formatting
193651,","
193652,for
193653,PyOS_snprintfand
193654,PyOS_vsnprintf
193655,.
193656,But
193657,not
193658,sure
193659,it
193660,match
193661,my
193662,question
193663,.
193664,See
193665,also
193666,my
193667,question
193668,Optional
193669,keys
193670,in
193671,string
193672,formats
193673,using
193674,'%'
193675,operator
193676,?
193677,The
193678,implementation
193679,is
193680,in
193681,the
193682,PyString_Format
193683,that
193684,is
193685,called
193686,by
193687,the
193688,string_mod
193689,function
193690,in
193691,Objects
193692,/stringobject.c.
193693,The
193694,latter
193695,in
193696,turn
193697,is
193698,a
193699,slot
193700,method
193701,stored
193702,in
193703,PyString_Type
193704,->tp_as_number->nb_remainder.
193705,The
193706,functions
193707,PyOS_
193708,*snprintf
193709,are
193710,not
193711,really
193712,related
193713,to
193714,the
193715,implementation
193716,of
193717,str
193718,.__mod__.
193719,In
193720,Django
193721,is
193722,it
193723,possible
193724,to
193725,create
193726,through
193727,dictionary
193728,similar
193729,as
193730,to
193731,filtering
193732,?
193733,Here
193734,is
193735,my
193736,models
193737,.py:
193738,Here
193739,is
193740,my
193741,views
193742,.py:
193743,However
193744,the
193745,code
193746,above
193747,will
193748,throw
193749,an
193750,error
193751,.
193752,What
193753,I
193754,really
193755,am
193756,trying
193757,to
193758,do
193759,is
193760,to
193761,do
193762,a
193763,create
193764,function
193765,coming
193766,from
193767,a
193768,"""request.POST"""
193769,but
193770,my
193771,views
193772,above
193773,serves
193774,as
193775,a
193776,simple
193777,example
193778,on
193779,doing
193780,it
193781,Simply
193782,unwrap
193783,the
193784,dictionary
193785,within
193786,create
193787,function
193788,like
193789,:
193790,I
193791,am
193792,using
193793,the
193794,below
193795,python
193796,code
193797,to
193798,read
193799,data
193800,from
193801,a
193802,url
193803,.
193804,The
193805,curl
193806,command
193807,from
193808,unix
193809,works
193810,.
193811,But
193812,when
193813,i
193814,try
193815,to
193816,store
193817,the
193818,returned
193819,json
193820,in
193821,a
193822,python
193823,variable
193824,","
193825,it
193826,is
193827,always
193828,blank
193829,.
193830,Any
193831,pointers
193832,?
193833,I
193834,do
193835,see
193836,the
193837,output
193838,on
193839,the
193840,Spyder
193841,Console
193842,","
193843,but
193844,never
193845,in
193846,the
193847,variable
193848,.
193849,EDIT
193850,:
193851,My
193852,environment
193853,details
193854,.
193855,I
193856,am
193857,on
193858,Windows
193859,7
193860,","
193861,executing
193862,the
193863,command
193864,from
193865,Anaconda
193866,Spyder
193867,IDE
193868,.
193869,My
193870,Bad
193871,:(
193872,Actually
193873,","
193874,I
193875,am
193876,on
193877,a
193878,secure
193879,connection
193880,behind
193881,firewall
193882,.
193883,Hence
193884,","
193885,i
193886,have
193887,to
193888,set
193889,the
193890,proxy
193891,before
193892,i
193893,make
193894,the
193895,call
193896,.
193897,That
193898,'s
193899,why
193900,I
193901,should
193902,take
193903,a
193904,break
193905,.
193906,:-/
193907,You
193908,can
193909,use
193910,the
193911,subprocess
193912,PIPE
193913,to
193914,capture
193915,the
193916,stdout
193917,and
193918,stderr
193919,","
193920,like
193921,so
193922,:
193923,As
193924,@MartijnPieters
193925,mentioned
193926,","
193927,dictionaries
193928,lack
193929,indices
193930,","
193931,but
193932,they
193933,do
193934,have
193935,keys
193936,.
193937,The
193938,following
193939,function
193940,pred
193941,()
193942,(short
193943,for
193944,"""predecessor"")"
193945,returns
193946,the
193947,key
193948,of
193949,the
193950,item
193951,whose
193952,duration
193953,is
193954,the
193955,largest
193956,duration
193957,<=
193958,the
193959,passed
193960,duration
193961,.
193962,It
193963,returns
193964,None
193965,(which
193966,can
193967,be
193968,tested
193969,for
193970,)
193971,if
193972,the
193973,passed
193974,duration
193975,is
193976,smaller
193977,than
193978,all
193979,of
193980,the
193981,durations
193982,in
193983,the
193984,"dictionary:
For example, if 
(by the way -- don't use dict as an identifier since it has a predefined meaning in Python)"
193985,then
193986,:
193987,Note
193988,that
193989,On
193990,Edit
193991,:
193992,Here
193993,is
193994,another
193995,variation
193996,on
193997,the
193998,same
193999,idea
194000,","
194001,one
194002,that
194003,returns
194004,an
194005,integer
194006,rank
194007,:
194008,Then
194009,:
194010,Final
194011,Edit
194012,:
194013,At
194014,the
194015,cost
194016,of
194017,some
194018,readability
194019,","
194020,here
194021,is
194022,a
194023,1
194024,-liner:
194025,Lets
194026,say
194027,I
194028,have
194029,a
194030,time
194031,dict
194032,and
194033,how
194034,can
194035,I
194036,get
194037,the
194038,"""rank"""
194039,value
194040,from
194041,the
194042,dict
194043,with
194044,a
194045,new
194046,duration
194047,number
194048,","
194049,lets
194050,say
194051,133
194052,.92.
194053,It
194054,should
194055,return
194056,dict
194057,index
194058,1
194059,","
194060,since
194061,the
194062,top
194063,list
194064,"is:
    auth-10|duration:132.72
    auth-4|duration:144.59
    auth-9|duration:154.92
and 133.92 is bigger than 132.72, but less than 144.59 or 154.92
I'm sorry if Its unclear explained, but I tried my best.
EDIT:
I'm trying it again:
I need a function which returns the ""predicted/rank"" for a custom duration from the sorted list/sorted by ""duration/DESC"".
So a duration of 160 would return the last place, which is 4. (index+1)"
194065,.
194066,A
194067,120
194068,duration
194069,should
194070,return
194071,me
194072,the
194073,first
194074,position
194075,which
194076,is
194077,index
194078,0
194079,or
194080,1st
194081,(index+1).
194082,I
194083,just
194084,installed
194085,Google
194086,app
194087,engine
194088,for
194089,Python
194090,2
194091,.7
194092,and
194093,I
194094,wrote
194095,some
194096,code
194097,for
194098,test
194099,.
194100,Just
194101,a
194102,simple
194103,HTML
194104,form
194105,.
194106,Here
194107,is
194108,the
194109,"code:
And then I tried to write a separate procedure that writes out my form, like so:
Well, the thing is that the first code is working fine, but the second one is returning the HTTP error 500. I tried this out from a course on Udacity and I simply copied the code from there. I really don't know why it's not working.
PS. I see this message in terminal (Linux)"
194110,:
194111,"""IndentationError:"
194112,unindent
194113,does
194114,not
194115,match
194116,any
194117,outer
194118,indentation
194119,level
194120,INFO
194121,2016
194122,-08-29
194123,12
194124,":17:37,155"
194125,module
194126,.py:788]
194127,default
194128,:
194129,"""GET"
194130,/
194131,HTTP
194132,"/1.1"""
194133,500
194134,"-"""
194135,Later
194136,Edit
194137,:
194138,I
194139,solved
194140,this
194141,by
194142,simply
194143,writing
194144,the
194145,"""write_form"""
194146,procedure
194147,after
194148,the
194149,"""get"""
194150,procedure
194151,inside
194152,the
194153,MainPage
194154,class
194155,.
194156,You
194157,have
194158,probably
194159,mixed
194160,up
194161,tabs
194162,and
194163,spaces
194164,.
194165,See
194166,this
194167,answer
194168,for
194169,more
194170,information
194171,and
194172,hints
194173,on
194174,how
194175,to
194176,fix
194177,it
194178,:
194179,https
194180,://stackoverflow.com/a/3920674/3771575
194181,You
194182,could
194183,use
194184,curses
194185,for
194186,this
194187,.
194188,I
194189,would
194190,like
194191,to
194192,understand
194193,how
194194,to
194195,reprint
194196,multiple
194197,lines
194198,in
194199,Python
194200,3
194201,.5.
194202,This
194203,is
194204,an
194205,example
194206,of
194207,a
194208,script
194209,where
194210,I
194211,would
194212,like
194213,to
194214,refresh
194215,the
194216,printed
194217,statement
194218,in
194219,place
194220,.
194221,What
194222,I
194223,am
194224,trying
194225,to
194226,do
194227,is
194228,have
194229,:
194230,Write
194231,on
194232,top
194233,of
194234,/
194235,update
194236,/
194237,refresh
194238,:
194239,The
194240,values
194241,of
194242,each
194243,line
194244,will
194245,change
194246,each
